question,NE,p_can,p_cant,rej_mode,C_agg,hit_gold
Robert Kirkpatrick of California grew the world's biggest what?,0.9609640474407958,0.03903595255920422,0.9609640474407958,add_cant,"[""Can't answer"", ""robert kirkpatrick of california grew the world s biggest avocado"", ""robert kirkpatrick of california grew the world s biggest pumpkin"", ""robert kirkpatrick of california grew the world s biggest turnip""]",True
What is Osbert Lancaster best known for producing?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""osbert lancaster is best known for producing architectural cartoons and illustrations"", ""osbert lancaster is best known for producing cartoons"", ""osbert lancaster is best known for producing cartoons and illustrations"", ""osbert lancaster is best known for producing cartoons and stage designs"", ""osbert lancaster is best known for producing cartoons published in the daily express"", ""osbert lancaster is best known for producing illustrated works that gently mock the english way of life particularly focusing on country house and upper class architecture and manner"", ""osbert lancaster is best known for producing illustrations and cartoons"", ""osbert lancaster is best known for producing illustrations particularly cartoons"", ""osbert lancaster is best known for producing pocket cartoons"", ""osbert lancaster is best known for producing satirical cartoons"", ""osbert lancaster is best known for producing stage designs""]",True
Who was the defending champion when Martina Navratilova first won Wimbledon singles?,0.0,1.0,0.0,standard,"[""billie jean king was the defending champion when martina navratilova first won"", ""chris evert"", ""petra kvitova"", ""steffi graf"", ""steffi graf was the defending champion"", ""steffi graf was the defending champion when martina navratilova first won wimbledon"", ""the context does not provide information about the defending champion when martina navratilova"", ""the context does not provide information on who the defending champion was when martina navratilova first won wimbledon singles"", ""the context does not provide the name of the defending champion when martina navratilova first won wimbledon singles"", ""the context does not specify the name of the defending champion when martina navratilova first won wimbledon singles"", ""the context does not specify who the defending champion was when martina navratilova"", ""the context doesn t explicitly mention who the defending champion was when martina navratilova first won wimbledon singles however she won her first title in"", ""the defending champion was billie jean king"", ""the defending champion was chris evert"", ""the defending champion was martina navratilova"", ""the defending champion was petra kvitova"", ""the defending champion when martina navratilova first won wimbledon singles in 197"", ""the defending champion when martina navratilova first won wimbledon singles in 1978 was chris evert"", ""the defending champion when martina navratilova first won wimbledon singles was chris e"", ""the defending champion when martina navratilova first won wimbledon singles was chris evert"", ""the defending champion when martina navratilova first won wimbledon singles was the previous year s winner which would be herself as she won the title in""]",False
Who was the first US-born winner of golf's British Open?,0.0,1.0,0.0,standard,"[""arnold palmer"", ""arnold palmer was the first us born winner of golf s british open"", ""ben hogan"", ""ben hogan was the first us born winner of golf s british open winning in"", ""john mcdermott"", ""john mcdermott was the first us born winner of golf s british open"", ""lee trevino"", ""lee trevino was the first us born winner of golf s british open"", ""the context does not directly provide the name of the first us born winner of golf s british open but arnold palmer is mentioned as the first american many"", ""the context does not provide a specific answer to who the first us born winner of"", ""the context does not provide an answer to the question about the first us born winner"", ""the context does not provide information about the first us born winner of golf s british"", ""the context does not provide information about the first us born winner of golf s british open"", ""the context does not provide the answer however the first us born winner of"", ""the context does not provide the answer to the question however the first us born winner of golf s british open was francis ouimet in 191"", ""the context does not provide the name of the first us born winner of golf s"", ""the context does not provide the name of the first us born winner of golf s british open"", ""the context does not provide the name of the first us born winner of golf s british open however it is known that the first us born winner"", ""the context does not provide the name of the first us born winner of golf s british open please provide additional information for a specific answer"", ""the context does not provide the specific information needed to answer the question directly however the first us born winner of golf s british open was john mc"", ""the context doesn t provide a specific answer to the question however the first us born winner of golf s british open was francis ouimet in 191"", ""the context provided does not mention the first us born winner of golf s british open therefore i cannot answer that question based on the given information"", ""the context provided does not specify who the first us born winner of golf s british open is"", ""the first us born winner of golf s british open was arnold palmer"", ""the first us born winner of golf s british open was jerald earl bobby jones"", ""the first us born winner of golf s british open was jerome travers in 191"", ""the first us born winner of golf s british open was john ball"", ""the first us born winner of golf s british open was john ball in 186"", ""the first us born winner of golf s british open was john ball in 1890"", ""the first us born winner of golf s british open was john mcdermott in"", ""the first us born winner of golf s british open was john w lee"", ""the first us born winner of golf s british open was john w smith"", ""tom watson"", ""tom watson was the first us born winner of golf s british open"", ""tony lema"", ""tony lema was the first us born winner of golf s british open"", ""walter hagen"", ""walter hagen was the first u s born winner of golf s british open""]",False
In which country is the Sky Train Rail bridge?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",True
What was the Paramount Film Company originally called?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""the paramount film company was originally called american film corporation"", ""the paramount film company was originally called famous players film company"", ""the paramount film company was originally called famous players lasky"", ""the paramount film company was originally called paramount pictures"", ""the paramount film company was originally called paramount pictures corporation"", ""the paramount film company was originally called the aspen film company"", ""the paramount film company was originally called the famous players company"", ""the paramount film company was originally called the famous players film company"", ""the paramount film company was originally called the jasper studio"", ""the paramount film company was originally called the lasky company"", ""the paramount film company was originally called the rosenbaum"", ""the paramount film company was originally called united film service""]",True
Which founder of the company Triad was accused by the USA of receiving bribes?,0.0,1.0,0.0,standard,"[""chan yuen ho"", ""chan yuen ho was the founder of triad accused by the usa of receiving bribes"", ""chen"", ""chen jiulin"", ""chen jiulin was accused by the usa of receiving bribes"", ""chen the founder of triad was accused by the usa of receiving bribes"", ""gustavo mart nez"", ""gustavo mart nez a former private secretary was involved in a bribe"", ""gustavo mart nez was the founder of triad accused by the usa of receiving"", ""kuo"", ""kuo was accused by the usa of receiving bribes"", ""kuo was the founder of the company triad accused by the usa of receiving"", ""lee"", ""lee the founder of triad was accused by the usa of receiving bribes"", ""norman hsu"", ""the accused founder of triad is not specified in the provided context"", ""the context does not explicitly name the founder of triad who was accused of receiving bribes"", ""the context does not mention the founder of the company triad who was accused by"", ""the context does not provide a specific name of a founder of triad who was"", ""the context does not provide specific names of the founders of triad or any accusations"", ""the context does not specify any founder of the company triad being accused of receiving"", ""the context does not specify the name of the founder of triad who was accused"", ""the founder of the company triad accused by the usa of receiving bribes is"", ""the founder of the company triad accused by the usa of receiving bribes is not explicitly named in the provided context"", ""the founder of triad accused by the usa of receiving bribes is not explicitly named in the provided context"", ""the founder of triad accused of receiving bribes is not explicitly named in the provided context"", ""the founder of triad accused of receiving bribes was not specifically named in the"", ""the given context does not provide any specific information about the founder of the company tri"", ""the owner and founder of triad is accused of receiving bribes"", ""the owner and founder of triad was accused by the usa of receiving bribes""]",False
Who was the first person after Scott to reach the South Pole overland?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""ben saunders was the first person after scott to reach the south pole overland"", ""roald amundsen"", ""roald amundsen was the first person after scott to reach the south pole overland"", ""the context does not provide information about the first person after scott to reach the south pole overland"", ""the first person after scott to reach the south pole overland was in a motorised trip"", ""the first person after scott to reach the south pole overland was roald am""]",True
Which journalist first told the world about the My Lai massacre?,0.0,1.0,0.0,standard,"[""bill downs"", ""bill downs of abc news"", ""bill downs of abc news first told the world about the my lai massacre"", ""cbs journalist seymour hersh first reported the my lai massacre"", ""david b smith was the first journalist to report on the my lai massacre"", ""david poirier"", ""jonathan schell"", ""jonathan schell first told the world about the my lai massacre"", ""joseph eszterhas"", ""joseph eszterhas of the plain dealer first told the world about"", ""joseph eszterhas was the journalist who first told the world about the my"", ""ronald ridenhour"", ""seymour hersh"", ""seymour hersh first told the world about the my lai massacre"", ""seymour hersh was the journalist who first reported on the my lai massacre"", ""the context does not provide a specific answer to the question about which journalist first told the world about the my lai massacre"", ""the context does not provide the name of the journalist who first reported the my lai massacre"", ""the context does not specify the journalist who first reported on the my lai massacre"", ""the context does not specify which journalist first reported on the my lai massacre"", ""the context does not specify which journalist first reported the my lai massacre"", ""the context does not specify which journalist first told the world about the my lai massacre"", ""the context provided does not specify which journalist first reported on the my lai massacre"", ""the first journalist to report on the my lai massacre was from nbc who aired a segment on september 10 1969"", ""the first journalist to report the my lai massacre was seymour hersh"", ""the first mentions of the my lai massacre in american media came after nbc aired a report on september 10 1969"", ""the journalist who first exposed the my lai massacre is seymour hersh"", ""the journalist who first reported on the my lai massacre was seymour hersh"", ""the journalist who first reported the my lai massacre was seymour hersh"", ""the journalist who first told the world about the my lai massacre was bob greene who reported for the chicago tribune"", ""the journalist who first told the world about the my lai massacre was poirier"", ""the journalist who first told the world about the my lai massacre was seymour hersh"", ""the my lai massacre was first reported by journalist seymour hersh"", ""the question doesn t specify the name of the journalist who first reported on the my lai massacre""]",True
What is the name of Terence and Shirley Conran's dress designer son?,0.0,1.0,0.0,standard,"[""ben conran"", ""conran"", ""david conran"", ""edmund conran known as ned"", ""giles conran"", ""his name is jasper conran"", ""jasper conran"", ""oliver conran"", ""sebastian conran"", ""the context does not provide the name of terence and shirley conran s dress designer son"", ""the dress designer son of terence and shirley conran is not mentioned in the"", ""the name of terence and shirley conran s dress designer son is jasper con"", ""the name of terence and shirley conran s dress designer son is jasper conran"", ""the name of terence and shirley conran s son is jasper conran"", ""thomas conran""]",False
Which drink did The Spice Girls promote?,0.0,1.0,0.0,standard,"[""pepsi"", ""the context does not specify a drink promoted by the spice girls"", ""the spice girls promoted a drink called fruit shoot"", ""the spice girls promoted a drink called fruitopia"", ""the spice girls promoted a drink called milk"", ""the spice girls promoted a drink called pepsi"", ""the spice girls promoted fizzy drinks"", ""the spice girls promoted fruit flavored drinks"", ""the spice girls promoted pepsi""]",True
Who was the youngest brother in the Beach Boys?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""carl wilson was the youngest brother in the beach boys"", ""denial wilson was the youngest brother in the beach boys"", ""dennis was the youngest brother in the beach boys"", ""dennis wilson was the youngest brother in the beach boys"", ""the context provided does not specify who the youngest brother in the beach boys is"", ""the youngest brother in the beach boys was carl wilson""]",True
Which actress was called by the US Senate a 'powerful force of evil' when she left her husband and child in 1948?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""annabella"", ""the actress referred to is bette davis""]",True
Who first hosted Family Feud?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
What did the Lone Ranger's title Kemo Sabe mean in Apache?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",True
Who or what was Gentle Ben in the 60s TV series?,0.9602297178580305,0.03977028214196954,0.9602297178580305,add_cant,"[""Can't answer"", ""gentle ben was a bear and the companion of a boy named mark wedloe in the 60s tv series gentle ben"", ""gentle ben was a bear character in the 1960s tv series"", ""gentle ben was a bear character in the 60s tv series gentle ben who befriended a boy named mark wedloe"", ""gentle ben was a bear featured in the 60s tv series gent"", ""gentle ben was a bear in the 60s tv series of the same"", ""gentle ben was a bear in the 60s tv series of the same name"", ""gentle ben was a gentle giant bear in the 60s tv series""]",True
Which 70s show was based on the British show Till Death Us Do Part?,0.0,1.0,0.0,standard,"[""all in the family"", ""that 70 s show"", ""that 70s show"", ""the 70s show based on the british show till death us do part"", ""the 70s show based on till death us do part is"", ""the 70s show based on till death us do part is all in"", ""the 70s show based on till death us do part is till death do us part"", ""the show based on the british series till death us do part is"", ""the show based on the british show till death us do part is"", ""the show based on till death us do part is all in the"", ""the show based on till death us do part is all in the family"", ""the show is all in the family"", ""the show is till death""]",True
On what date in 1969 did Neil Armstrong first set foot on the Moon?,0.0,1.0,0.0,standard,"[""july 20 1969"", ""july 21 1969"", ""neil armstrong first set foot on the moon on july 20 1969"", ""neil armstrong first set foot on the moon on july 21 1969""]",True
Bandar Seri Begawan International airport is in which country?,0.0,1.0,0.0,standard,"[""bandar seri begawan international airport is in brunei"", ""brunei"", ""brunei darussalam""]",True
What was the profession of Paul Strand (1890 - 1976)?,0.0,1.0,0.0,standard,"[""cinematographer"", ""paul strand was a cinematographer"", ""paul strand was a photographer"", ""paul strand was a photographer and filmmaker"", ""paul strand was a plein air landscape painter"", ""paul strand was a professional photographer"", ""paul strand was an american photographer and filmmaker"", ""photographer"", ""photographer and filmmaker""]",True
"""Which supermodel said, """"I look very scary in the mornings?""",0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",True
Who wrote the song MacArthur Park?,0.0,1.0,0.0,standard,"[""bruce schwartz wrote the song macarthur park"", ""jimmy webb"", ""jimmy webb wrote the song macarthur park"", ""richard harris wrote the song macarthur park"", ""the song macarthur park was written by jimmy webb""]",False
Who had a 60s No 1 with Downtown?,0.0,1.0,0.0,standard,"[""petula clark"", ""petula clark had a 60s no 1 with downtown""]",True
"Who was born first, Kiefer Sutherland or Christian Slater?",0.0,1.0,0.0,standard,"[""christian slater was born first"", ""christian slater was born first on 18 august 1969"", ""christian slater was born first on august 18 1969"", ""kiefer sutherland was born first"", ""kiefer sutherland was born first he was born on december 21 1966 while christian slater was born on august 18"", ""kiefer sutherland was born first in 1966 while christian slater was born in 1969"", ""kiefer sutherland was born first on december 21 1966 while christian slater was born on august 18 196""]",True
"To the nearest two, how many tennis Grand Slam titles did Jimmy Connors win?",0.0,1.0,0.0,standard,"[""8"", ""eight"", ""eight grand slam titles"", ""jimmy connors won 8 grand slam titles"", ""jimmy connors won a total of 8 grand slam titles"", ""jimmy connors won eight grand slam titles to the nearest two that is"", ""jimmy connors won five grand slam titles"", ""jimmy connors won three grand slam titles""]",False
Who was the Georgia Peach?,0.0,1.0,0.0,standard,"[""the context does not provide information about who the georgia peach is"", ""the georgia peach commonly refers to baseball player ty cobb"", ""the georgia peach refers to a female jazz vocalist who attended the university of denver music school and later accomplished various musical collaborations and tours"", ""the georgia peach refers to a location not a person"", ""the georgia peach refers to a nickname associated with peach growers in georgia"", ""the georgia peach refers to a person known for promoting georgia peaches often associated with"", ""the georgia peach refers to a vocalist who studied at the university of denver and performed with various musicians after college"", ""the georgia peach refers to baseball legend ty cobb known for his exceptional talent and"", ""the georgia peach refers to baseball legend ty cobb who was nicknamed the"", ""the georgia peach refers to baseball player ty cobb who was famously nicknamed the georgia peach"", ""the georgia peach refers to charles moody jr from the georgia yellow hammers"", ""the georgia peach refers to duane allman"", ""the georgia peach refers to locations in maryland"", ""the georgia peach refers to locations named georgia peach in owings mills and woodlawn"", ""the georgia peach refers to miss peach a comic strip created by mell lazar"", ""the georgia peach refers to miss peach a comic strip created by mell lazarus"", ""the georgia peach refers to miss peaches a notable figure in rhythm and blues from the 1950s"", ""the georgia peach refers to miss peaches a notable figure who recorded callin moody field"", ""the georgia peach refers to miss peaches a notable performer and journalist"", ""the georgia peach refers to miss peaches an artist known for her 1954 recording callin moody field"", ""the georgia peach refers to miss peaches the stage name of comedian and singer"", ""the georgia peach refers to peaches an australian pop music girl group active in the 1970s"", ""the georgia peach refers to the famous baseball player ty cobb"", ""the georgia peach refers to the famous nickname for baseball player ty cobb"", ""the georgia peach refers to the famous peach fruit produced in georgia not a specific"", ""the georgia peach refers to the famous peaches from georgia particularly those from dickey farms"", ""the georgia peach refers to the famous peaches produced in georgia not a specific individual"", ""the georgia peach refers to the georgia peach pickers a musical group"", ""the georgia peach refers to the georgia peach pickers a musical group known for bringing the steel guitar to the opry stage and for their association"", ""the georgia peach refers to the georgia yellow hammers an old time string and vocal quartet from georgia"", ""the georgia peach refers to the lead singer of the australian girl group peaches"", ""the georgia peach refers to the peach bowl a college football bowl game"", ""the georgia peach refers to the peach bowl which was known as the chick fil a peach bowl from 1997 2005"", ""the georgia peach refers to the peach bowl which was sponsored by chick fil a during its earlier years"", ""the georgia peach refers to the peach fruit and its significance in georgia particularly celebrated"", ""the georgia peach refers to the peach fruit associated with the state of georgia famously"", ""the georgia peach refers to the peach fruit historically associated with mr samuel h"", ""the georgia peach refers to the peach fruit itself celebrated at the georgia peach festival"", ""the georgia peach refers to the peach fruit itself often associated with georgia s reputation for high quality peaches"", ""the georgia peach refers to the peach fruit itself symbolizing georgia s long history"", ""the georgia peach refers to the peach fruit itself which has a long heritage in"", ""the georgia peach refers to the peach fruit particularly tied to its history in georgia"", ""the georgia peach refers to the peach fruit which has historical significance in georgia"", ""the georgia peach refers to the peaches grown in georgia known for their quality and"", ""the georgia peach refers to the state of georgia known for its long heritage of"", ""the georgia peach refers to the state of georgia known for its peach production"", ""the georgia peach refers to the state s cultural identity and heritage of peach farming but"", ""the georgia peach refers to the state s famous peaches known for their quality and flavor"", ""the georgia peach refers to the state s famous peaches recognized for their contribution to agriculture"", ""the georgia peach refers to the state s nickname for its high quality peaches but in a historical context it often refers to baseball player ty cobb"", ""the georgia peach refers to the state s nickname for its peaches but it is also"", ""the georgia peach refers to the state s peach crop often celebrated in various contexts but specifically it has been infamously associated with baseball player ty"", ""the georgia peach refers to the state s peach growers"", ""the georgia peach refers to the state s peach industry and its cultural significance rather than"", ""the georgia peach refers to the state s peach industry not a specific individual"", ""the georgia peach refers to the state s peaches and their growers not a specific person"", ""the georgia peach refers to the state s reputation for growing peaches but it is also"", ""the georgia peach refers to the state s significant history of peach cultivation particularly emphasizing its"", ""the georgia peach refers to the title of the tv movie the georgia peaches"", ""the georgia peach refers to the tv movie the georgia peaches featuring two sisters running an auto repair shop"", ""the georgia peach refers to ty cobb"", ""the georgia peach typically refers to the famous peach variety from georgia but in a sports context it is often associated with baseball player ty cobb known"", ""the georgia peach was miss peaches"", ""the georgia peach was miss peaches the stage name of elsie higgs"", ""the term georgia peach does not refer to a person in the provided context it appears to denote locations or establishments"", ""the term georgia peach refers to a type of peach and is not a specific person in the provided context"", ""the term georgia peach refers to locations named georgia peach not a person"", ""ty cobb"", ""ty cobb was known as the georgia peach""]",True
Who set fire to his guitar at the Monterey Pop festival in 19676?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""jimi hendrix"", ""jimi hendrix set fire to his guitar at the 1967 monterey pop festival"", ""jimi hendrix set fire to his guitar at the monterey pop festival in 1967""]",True
Della Street was whose secretary?,0.0,1.0,0.0,standard,"[""della street was binnie s secretary"", ""della street was john gilbert s secretary"", ""della street was not the secretary of the lawyer ed stark"", ""della street was perry mason s secretary"", ""della street was perry s secretary"", ""della street was the secretary of a character not specified in the provided context"", ""della street was the secretary of perry mason"", ""della street was the secretary of the lawyer later known as perry mason"", ""della street was the secretary to lawyer perry mason"", ""della street was the secretary to perry mason"", ""mason"", ""perry"", ""perry mason"", ""perry mason s secretary"", ""perry s""]",True
"In music, who was Sweet and Innocent and Too Young?",0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
Who is featured on Puff Daddy's Can't Hold Me Down?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""beanie sigel is featured on puff daddy s can t hold me down"", ""christina aguilera is featured on puff daddy s can t hold me down"", ""mase is featured on puff daddy s can t hold me down"", ""r kelly is featured on puff daddy s can t hold me down""]",True
What had Edmond Hillary worked at before taking up mountain climbing?,0.0,1.0,0.0,standard,"[""before taking up mountain climbing edmond hillary worked as a beekeeper"", ""before taking up mountain climbing edmund hillary had worked as a beekeeper in auckland"", ""before taking up mountain climbing edmund hillary worked as a beekeeper"", ""edmond hillary had worked as a beekeeper before taking up mountain climbing"", ""edmond hillary worked as a beekeeper before taking up mountain climbing"", ""edmond hillary worked as an adventure travel operator and guide before taking up mountain climbing"", ""edmund hillary worked as a beekeeper before taking up mountain climbing"", ""the context does not specify what edmond hillary worked at before taking up mountain climbing""]",False
In which American state is the Isabella Stewart Gardner Museum?,0.0,1.0,0.0,standard,"[""illinois"", ""illinois il"", ""massachusetts"", ""the isabella stewart gardner museum is located in massachusetts""]",True
Benina international airport is in which country?,0.8649735207151964,0.1350264792848036,0.8649735207151964,add_cant,"[""Can't answer"", ""libya""]",True
"In 1986, which TV station sponsored the world's biggest wine tasting?",0.0,1.0,0.0,standard,"[""cbs boston wbz tv"", ""cbs boston wbz tv sponsored the world s biggest wine tasting in 1986"", ""cbs los angeles"", ""cbs los angeles sponsored the world s biggest wine tasting in 1986"", ""cbs philly"", ""cbs sponsored the world s biggest wine tasting in 1986"", ""in 1986 bbc sponsored the world s biggest wine tasting"", ""in 1986 pbs sponsored the world s biggest wine tasting"", ""in 1986 the tv station that sponsored the world s biggest wine tasting was"", ""in 1986 the tv station that sponsored the world s biggest wine tasting was not specified in the provided context"", ""in 1986 the world s biggest wine tasting was sponsored by a tv station"", ""pbs"", ""sky link tv"", ""sky link tv sponsored the world s biggest wine tasting in 1986"", ""the context does not provide information about which tv station sponsored the world s biggest wine tasting in 1986"", ""the context does not specify which tv station sponsored the 1986 wine tasting"", ""the context does not specify which tv station sponsored the world s biggest wine tasting in"", ""the context does not specify which tv station sponsored the world s biggest wine tasting in 1986"", ""the context provided does not specify which tv station sponsored the world s biggest wine tasting in"", ""the question is not directly answered in the provided context"", ""the tv station was not mentioned in the provided context"", ""wine tv"", ""wine tv sponsored the world s biggest wine tasting in 1986""]",False
"To a thousand, what is the area of Illinois in square miles?",0.0,1.0,0.0,standard,"[""the area of illinois is 55 584 square miles"", ""the area of illinois is 57 914 square miles"", ""the area of illinois is 57 918 square miles"", ""the area of illinois is approximately 57 914 square miles"", ""the context does not provide the area of illinois however illinois covers approximately 57 914 square miles""]",False
Beloved in 1999 was whose first movie since The Color Purple in 1985?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""beloved 1999 was oprah winfrey s first movie since the color purple 1985"", ""beloved in 1999 was oprah winfrey s first movie since the color"", ""beloved in 1999 was oprah winfrey s first movie since the color purple in 1985"", ""beloved in 1999 was steven spielberg s first movie since the color purple"", ""beloved in 1999 was steven spielberg s first movie since the color purple in 1985"", ""beloved in 1999 was whoopi goldberg s first movie since the color purple in 1985"", ""oprah winfrey""]",True
Which Star Trek star directed Three Men and a Baby?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""leonard nimoy directed three men and a baby"", ""ted danson directed three men and a baby""]",True
Which sitcom star appeared on the big screening The Object of My Affection?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
"""Which character did Julia """"Roberts play in Steven Spielberg's Hook?""",0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
Which US president did Anthony Hopkins play in a film whose title was simply his name?,0.0,1.0,0.0,standard,"[""anthony hopkins played bill clinton in the film titled hannibal"", ""anthony hopkins played president john adams in the film titled adams"", ""anthony hopkins played president john quincy adams"", ""anthony hopkins played president nixon in the film titled nixon"", ""anthony hopkins played president richard nixon in the film nixon"", ""anthony hopkins played president richard nixon in the film titled nixon"", ""anthony hopkins played richard nixon"", ""anthony hopkins played richard nixon in the film titled nixon"", ""anthony hopkins played the role of lyndon b johnson in the film titled johnson"", ""anthony hopkins played the us president richard nixon in the film titled nixon"", ""richard nixon""]",True
Which movie was a biopic about the life of David Helfgott?,0.0,1.0,0.0,standard,"[""shine 1996"", ""the movie about david helfgott s life is shine"", ""the movie about the life of david helfgott is shine"", ""the movie is shine"", ""the movie is shine 1996"", ""the movie that was a biopic about the life of david helfgott is shine""]",True
Which film director guested as the FBI Director in The Silence of the Lambs?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",True
In which sci fi classic did the space ship Nostromo first appear?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
Nigel Hawthorne was Oscar nominated for The Madness of which King?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""george iii"", ""king george iii"", ""nigel hawthorne was oscar nominated for the madness of king george""]",True
Which Swedish actress won the Best Supporting Actress Oscar for Murder on the Orient Express?,0.9709505944517833,0.029049405548216667,0.9709505944517833,add_cant,"[""Can't answer""]",False
Which Oscar-nominated film had You Sexy Thing as its theme song?,0.8649735207151964,0.1350264792848036,0.8649735207151964,add_cant,"[""Can't answer"", ""the film is the full monty"", ""the oscar nominated film that had you sexy thing as its theme song"", ""the oscar nominated film that had you sexy thing as its theme song is the full monty"", ""the oscar nominated film with you sexy thing as its theme song is"", ""the oscar nominated film with you sexy thing as its theme song is full monty"", ""the oscar nominated film with you sexy thing as its theme song is moulin rouge"", ""the oscar nominated film with you sexy thing as its theme song is the full monty""]",True
Which Joan's career revived in Whatever Happened to Baby Jane?,0.0,1.0,0.0,standard,"[""bette davis s career revived in whatever happened to baby jane"", ""blanche s career revived in the 1960s"", ""blanche s career revived in whatever happened to baby jane"", ""blanche s career was revived"", ""joan crawford s career revived"", ""joan crawford s career revived in whatever happened to baby jane"", ""joan crawford s career revived with her role as blanche hudson in whatever happ"", ""joan s acting career revived in whatever happened to baby jane"", ""joan s career as a child film star revived in whatever happened to baby jane"", ""joan s career in acting revived"", ""joan s career revived as a result of the film adaptation of whatever happened to baby jane"", ""joan s career revived in the 1960s"", ""joan s career revived in whatever happened to baby jane"", ""joan s career revived in whatever happened to baby jane is jane hudson s"", ""joan s career revived in whatever happened to baby jane is that of jane hudson a former child star"", ""joan s career that revived in whatever happened to baby jane is that of blanche who became a serious and celebrated actress""]",True
Which much-loved actor won the Best Actor Oscar for The Philadelphia Story?,0.0,1.0,0.0,standard,"[""cary grant"", ""cary grant won the best actor oscar for the philadelphia story"", ""james stewart"", ""james stewart won the best actor oscar for the philadelphia story"", ""jimmy stewart"", ""spencer tracy"", ""spencer tracy won the best actor oscar for the philadelphia story"", ""the actor who won the best actor oscar for the philadelphia story is not mentioned in the provided context"", ""the best actor oscar for the philadelphia story was won by cary grant"", ""the context does not mention the actor who won the best actor oscar for the philadelphia story therefore i cannot provide a definitive answer"", ""the context does not provide the actor s name but the answer is cary grant"", ""the context does not provide the name of the actor however the actor who won the best actor oscar for the philadelphia story is james stewart"", ""the context does not provide the name of the actor who won the best actor oscar for the philadelphia story"", ""the context does not specify the actor who won the best actor oscar for the philadelphia story"", ""the context does not specify the actor who won the oscar for the philadelphia story"", ""the context doesn t provide the name of the actor who won the best actor oscar for the philadelphia story it mentions tom hanks winning for philadelphia 199"", ""the information does not provide an answer but the correct actor who won the best"", ""the much loved actor who won the best actor oscar for the philadelphia story is cary"", ""the much loved actor who won the best actor oscar for the philadelphia story is jimmy"", ""the question refers to cary grant who starred in the philadelphia story however""]",False
Which legendary dancer was Oscar-nominated for The Towering Inferno?,0.7219280948844771,0.27807190511552293,0.7219280948844771,add_cant,"[""Can't answer"", ""fred astaire"", ""legendary dancer gene kelly was oscar nominated for the towering inferno"", ""the legendary dancer oscar nominated for the towering inferno is fred astaire"", ""the legendary dancer who was oscar nominated for the towering inferno is fred astaire"", ""the legendary dancer who was oscar nominated for the towering inferno is not""]",True
What was the name of the brothel in The Best Little Whorehouse in Texas?,0.0,1.0,0.0,standard,"[""chicken ranch"", ""fannie porter s"", ""the brothel in the best little whorehouse in texas is called the chicken"", ""the brothel in the best little whorehouse in texas is called the chicken ranch"", ""the brothel in the best little whorehouse in texas was called the"", ""the brothel is called the chicken ranch"", ""the brothel s name is the chicken ranch"", ""the brothel s name was the best little whorehouse in texas"", ""the brothel was called the best little whorehouse in texas"", ""the brothel was called the chicken ranch"", ""the brothel was called the texas chicken ranch"", ""the brothel was named the chicken ranch"", ""the brothel was named the texas chicken ranch"", ""the chicken ranch"", ""the name of the brothel in the best little whorehouse in texas is"", ""the name of the brothel in the best little whorehouse in texas is the best little whorehouse in texas"", ""the name of the brothel in the best little whorehouse in texas is the chicken ranch"", ""the name of the brothel in the best little whorehouse in texas was the chicken ranch"", ""the name of the brothel in the best little whorehouse in texas was the texas chicken ranch"", ""the name of the brothel is the chicken ranch"", ""the name of the brothel was chicken ranch"", ""the name of the brothel was fannie porter s"", ""the name of the brothel was the chicken ranch""]",False
